dada2_id,individual_id,run_label,library,tissue,site_code,station,riviere,latitude,longitude,date_collecte,annee,individual,categorie,categorie_aout_12chr,type_genome,inclus_passe1,qvalues_foie,index_mediane_andre,delta_mediane_quart,taxon_code_avant_genotypage,plate,well,well_row,well_col,col_rank_site,col_rank_station,qc_flag
15Caa1006Ch01A__durance1,2015_Caa_1006,durance1,A,caudale,Caa,Canal (usine du Largue),Canal,43.853389,5.858444,2015-09-08,2015,1006,Hy,Hy,intermediaire,True,True,0.9211665,0.07827249999999997,Ch,2,B07,B,07,2,2,
15Caa1014Ch01A__durance1,2015_Caa_1014,durance1,A,caudale,Caa,Canal (usine du Largue),Canal,43.853389,5.858444,2015-09-08,2015,1014,Pt,Pt,pur,True,True,0.0001,0.008547260000000001,Ch,2,B08,B,08,3,3,
15Avi1002Cn01A__durance1,2015_Avi_1002,durance1,A,caudale,Avi,Avignon,Durance,43.913,4.820722,2014-07-17;2015-07-10,2015,1002,Hy,Hy,intermediaire,True,True,0.529004,0.06558199999999992,Cn,2,B09,B,09,3,3,
15Avi1010Cn01A__durance1,2015_Avi_1010,durance1,A,caudale,Avi,Avignon,Durance,43.913,4.820722,2014-07-17;2015-07-10,2015,1010,Cn,Cn,pur,True,True,0.9999,0.023951999999999973,Cn,2,B10,B,10,4,4,
15Bue1005Ch01A__durance1,2015_Bue_1005,durance1,A,caudale,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2015,1005,Hy,Hy,intermediaire,True,True,0.130852,0.06826000000000002,Ch,2,B11,B,11,5,5,
15Bue1013Ch01A__durance1,2015_Bue_1013,durance1,A,caudale,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2015,1013,Pt,Pt,pur,True,True,0.0001,0.0261861,Ch,2,B12,B,12,6,6,
15Bau1003Ch01A__durance1,2015_Bau_1003,durance1,A,caudale,Bau,Rosieres,Beaume,44.475,4.264,2015-07-22,2015,1003,Pt,Pt,pur,True,True,0.0001,0.0,Ch,2,C01,C,01,1,1,
15Bau1011Ch01A__durance1,2015_Bau_1011,durance1,A,caudale,Bau,Rosieres,Beaume,44.475,4.264,2015-07-22,2015,1011,Pt,Pt,pur,True,True,0.00156659,0.04267271,Ch,2,C02,C,02,2,2,
15Bau1019Ch01A__durance1,2015_Bau_1019,durance1,A,caudale,Bau,Rosieres,Beaume,44.475,4.264,2015-07-22,2015,1019,Hy,Pt,quasi-pur,False,True,0.0001,0.00373055,Ch,2,C03,C,03,3,3,
15Jus1002Ch01A__durance1,2015_Jus_1002,durance1,A,caudale,Jus,Saint-Just-d'Ardeche,Ardeche,44.286,4.597833,2015-07-21,2015,1002,Hy,Pt,quasi-pur,False,True,0.0001,0.034920799999999995,Ch,2,C04,C,04,1,1,
15Jus1010Ch01A__durance1,2015_Jus_1010,durance1,A,caudale,Jus,Saint-Just-d'Ardeche,Ardeche,44.286,4.597833,2015-07-21,2015,1010,Cn,Cn,pur,True,True,0.9999,0.04496900000000004,Ch,2,C05,C,05,2,2,
15Jus1018Ch01A__durance1,2015_Jus_1018,durance1,A,caudale,Jus,Saint-Just-d'Ardeche,Ardeche,44.286,4.597833,2015-07-21,2015,1018,Cn,Cn,pur,True,True,0.9970375,0.02751349999999997,Ch,2,C06,C,06,3,3,
15Caa1007Ch01A__durance1,2015_Caa_1007,durance1,A,caudale,Caa,Canal (usine du Largue),Canal,43.853389,5.858444,2015-09-08,2015,1007,Cn,Cn,pur,True,True,0.9847625,0.052702499999999985,Ch,2,C07,C,07,2,2,
15Caa1015Ch01A__durance1,2015_Caa_1015,durance1,A,caudale,Caa,Canal (usine du Largue),Canal,43.853389,5.858444,2015-09-08,2015,1015,Hy,Hy,intermediaire,True,True,0.7446605,0.20081149999999992,Ch,2,C08,C,08,3,3,
15Avi1003Cn01A__durance1,2015_Avi_1003,durance1,A,caudale,Avi,Avignon,Durance,43.913,4.820722,2014-07-17;2015-07-10,2015,1003,Cn,Cn,pur,True,True,0.9999,0.020881999999999956,Cn,2,C09,C,09,3,3,
15Avi1011Cn01A__durance1,2015_Avi_1011,durance1,A,caudale,Avi,Avignon,Durance,43.913,4.820722,2014-07-17;2015-07-10,2015,1011,Hy,Cn,quasi-pur,False,True,0.9999,0.05917300000000003,Cn,2,C10,C,10,4,4,
15Bue1006Ch01A__durance1,2015_Bue_1006,durance1,A,caudale,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2015,1006,Pt,Hy,pur,True,True,0.00753796,0.11408504,Ch,2,C11,C,11,5,5,
15Bue1014Ch01A__durance1,2015_Bue_1014,durance1,A,caudale,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2015,1014,Pt,Pt,pur,True,False,0.001654999999999962,0.0,Ch,2,C12,C,12,6,6,
15Bau1004Ch01A__durance1,2015_Bau_1004,durance1,A,caudale,Bau,Rosieres,Beaume,44.475,4.264,2015-07-22,2015,1004,Hy,Pt,quasi-pur,False,True,0.0001,0.07919129999999999,Ch,2,D01,D,01,1,1,
15Bau1012Ch01A__durance1,2015_Bau_1012,durance1,A,caudale,Bau,Rosieres,Beaume,44.475,4.264,2015-07-22,2015,1012,Pt,Pt,pur,True,True,0.0001,0.014222100000000001,Ch,2,D02,D,02,2,2,
15Bau1020Ch01A__durance1,2015_Bau_1020,durance1,A,caudale,Bau,Rosieres,Beaume,44.475,4.264,2015-07-22,2015,1020,Hy,Hy,quasi-pur,False,True,0.0001,0.206549,Ch,2,D03,D,03,3,3,
15Jus1003Ch01A__durance1,2015_Jus_1003,durance1,A,caudale,Jus,Saint-Just-d'Ardeche,Ardeche,44.286,4.597833,2015-07-21,2015,1003,Hy,Pt,quasi-pur,False,True,0.014152999999999999,0.0733562,Ch,2,D04,D,04,1,1,
15Jus1011Ch01A__durance1,2015_Jus_1011,durance1,A,caudale,Jus,Saint-Just-d'Ardeche,Ardeche,44.286,4.597833,2015-07-21,2015,1011,Cn,Hy,pur,True,True,0.9294205,0.06764250000000005,Ch,2,D05,D,05,2,2,
15Jus1019Ch01A__durance1,2015_Jus_1019,durance1,A,caudale,Jus,Saint-Just-d'Ardeche,Ardeche,44.286,4.597833,2015-07-21,2015,1019,Cn,Cn,pur,True,True,0.9999,0.043321000000000054,Ch,2,D06,D,06,3,3,
15Caa1008Ch01A__durance1,2015_Caa_1008,durance1,A,caudale,Caa,Canal (usine du Largue),Canal,43.853389,5.858444,2015-09-08,2015,1008,Hy,Hy,intermediaire,True,True,0.9208035,0.07993349999999999,Ch,2,D07,D,07,2,2,
15Caa1016Ch01A__durance1,2015_Caa_1016,durance1,A,caudale,Caa,Canal (usine du Largue),Canal,43.853389,5.858444,2015-09-08,2015,1016,Hy,Pt,quasi-pur,False,True,0.003348402,0.030516898,Ch,2,D08,D,08,3,3,
15Avi1004Cn01A__durance1,2015_Avi_1004,durance1,A,caudale,Avi,Avignon,Durance,43.913,4.820722,2014-07-17;2015-07-10,2015,1004,Cn,Cn,pur,True,True,0.9999,0.022290000000000032,Cn,2,D09,D,09,3,3,
15Avi1012Pt01A__durance1,2015_Avi_1012,durance1,A,caudale,Avi,Avignon,Durance,43.913,4.820722,2014-07-17;2015-07-10,2015,1012,Hy,Hy,quasi-pur,False,True,0.0001,0.39093300000000003,Pt,2,D10,D,10,4,4,
15Bue1007Ch01A__durance1,2015_Bue_1007,durance1,A,caudale,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2015,1007,Hy,Hy,intermediaire,True,True,0.220115,0.09282300000000002,Ch,2,D11,D,11,5,5,
15Bue1015Ch01A__durance1,2015_Bue_1015,durance1,A,caudale,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2015,1015,Pt,Pt,pur,True,True,0.0001,0.0178451,Ch,2,D12,D,12,6,6,
15Bau1005Ch01A__durance1,2015_Bau_1005,durance1,A,caudale,Bau,Rosieres,Beaume,44.475,4.264,2015-07-22,2015,1005,Pt,Pt,pur,True,True,0.004509865000000001,0.039507935,Ch,2,E01,E,01,1,1,
15Bau1013Ch01A__durance1,2015_Bau_1013,durance1,A,caudale,Bau,Rosieres,Beaume,44.475,4.264,2015-07-22,2015,1013,Pt,Pt,pur,True,True,0.0001,0.0409044,Ch,2,E02,E,02,2,2,
15Bau1021Ch01A__durance1,2015_Bau_1021,durance1,A,caudale,Bau,Rosieres,Beaume,44.475,4.264,2015-07-22,2015,1021,Hy,Pt,quasi-pur,False,True,0.0001,0.0344185,Ch,2,E03,E,03,3,3,
15Jus1004Ch01A__durance1,2015_Jus_1004,durance1,A,caudale,Jus,Saint-Just-d'Ardeche,Ardeche,44.286,4.597833,2015-07-21,2015,1004,Hy,Pt,quasi-pur,False,True,0.0001,0.008645690000000001,Ch,2,E04,E,04,1,1,
15Jus1012Ch01A__durance1,2015_Jus_1012,durance1,A,caudale,Jus,Saint-Just-d'Ardeche,Ardeche,44.286,4.597833,2015-07-21,2015,1012,Cn,Cn,pur,True,True,0.9999,0.02703500000000003,Ch,2,E05,E,05,2,2,
15Caa1001Ch01A__durance1,2015_Caa_1001,durance1,A,caudale,Caa,Canal (usine du Largue),Canal,43.853389,5.858444,2015-09-08,2015,1001,Cn,Cn,pur,True,True,0.947083,0.052817,Ch,2,E06,E,06,1,1,
15Caa1009Ch01A__durance1,2015_Caa_1009,durance1,A,caudale,Caa,Canal (usine du Largue),Canal,43.853389,5.858444,2015-09-08,2015,1009,Cn,Cn,pur,True,True,0.9999,0.03842699999999999,Ch,2,E07,E,07,2,2,
15Caa1017Ch01A__durance1,2015_Caa_1017,durance1,A,caudale,Caa,Canal (usine du Largue),Canal,43.853389,5.858444,2015-09-08,2015,1017,Hy,Hy,intermediaire,True,True,0.1006175,0.04702049999999999,Ch,2,E08,E,08,3,3,
15Avi1005Cn01A__durance1,2015_Avi_1005,durance1,A,caudale,Avi,Avignon,Durance,43.913,4.820722,2014-07-17;2015-07-10,2015,1005,Cn,Cn,pur,True,True,0.99929,0.06421699999999997,Cn,2,E09,E,09,3,3,
15Avi1013Pt01A__durance1,2015_Avi_1013,durance1,A,caudale,Avi,Avignon,Durance,43.913,4.820722,2014-07-17;2015-07-10,2015,1013,Hy,Hy,intermediaire,True,True,0.28511410000000004,0.33378589999999997,Pt,2,E10,E,10,4,4,
15Bue1008Ch01A__durance1,2015_Bue_1008,durance1,A,caudale,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2015,1008,Pt,Pt,pur,True,True,0.0001,0.00945818,Ch,2,E11,E,11,5,5,
15Bue1016Ch01A__durance1,2015_Bue_1016,durance1,A,caudale,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2015,1016,Hy,Hy,intermediaire,True,True,0.8887309999999999,0.15708699999999998,Ch,2,E12,E,12,6,6,
15Bau1006Ch01A__durance1,2015_Bau_1006,durance1,A,caudale,Bau,Rosieres,Beaume,44.475,4.264,2015-07-22,2015,1006,Hy,Hy,intermediaire,True,True,0.5132975,0.09612850000000006,Ch,2,F01,F,01,1,1,
15Bau1014Ch01A__durance1,2015_Bau_1014,durance1,A,caudale,Bau,Rosieres,Beaume,44.475,4.264,2015-07-22,2015,1014,Pt,Pt,pur,True,True,0.00344197,0.03864973,Ch,2,F02,F,02,2,2,
15Bau1022Ch01A__durance1,2015_Bau_1022,durance1,A,caudale,Bau,Rosieres,Beaume,44.475,4.264,2015-07-22,2015,1022,Pt,Pt,pur,True,True,0.026378,0.0396818,Ch,2,F03,F,03,3,3,
15Jus1005Ch01A__durance1,2015_Jus_1005,durance1,A,caudale,Jus,Saint-Just-d'Ardeche,Ardeche,44.286,4.597833,2015-07-21,2015,1005,Hy,Pt,quasi-pur,False,True,0.0001,0.0121084,Ch,2,F04,F,04,1,1,
15Jus1013Ch01A__durance1,2015_Jus_1013,durance1,A,caudale,Jus,Saint-Just-d'Ardeche,Ardeche,44.286,4.597833,2015-07-21,2015,1013,Cn,Cn,pur,True,True,0.9766085,0.10154149999999995,Ch,2,F05,F,05,2,2,
15Caa1002Ch01A__durance1,2015_Caa_1002,durance1,A,caudale,Caa,Canal (usine du Largue),Canal,43.853389,5.858444,2015-09-08,2015,1002,Cn,Cn,pur,True,True,0.9994325,0.1068714999999999,Ch,2,F06,F,06,1,1,
15Caa1010Ch01A__durance1,2015_Caa_1010,durance1,A,caudale,Caa,Canal (usine du Largue),Canal,43.853389,5.858444,2015-09-08,2015,1010,Cn,Cn,pur,True,True,0.9999,0.019187999999999983,Ch,2,F07,F,07,2,2,
15Caa1018Ch01A__durance1,2015_Caa_1018,durance1,A,caudale,Caa,Canal (usine du Largue),Canal,43.853389,5.858444,2015-09-08,2015,1018,Pt,Pt,pur,True,True,0.0001,0.0258486,Ch,2,F08,F,08,3,3,mock_contaminated
15Avi1006Cn01A__durance1,2015_Avi_1006,durance1,A,caudale,Avi,Avignon,Durance,43.913,4.820722,2014-07-17;2015-07-10,2015,1006,Cn,Cn,pur,True,True,0.981626,0.024009999999999976,Cn,2,F09,F,09,3,3,
15Bue1001Ch01A__durance1,2015_Bue_1001,durance1,A,caudale,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2015,1001,Cn,Cn,pur,True,True,0.9999,0.05101900000000004,Ch,2,F10,F,10,4,4,
15Bue1009Ch01A__durance1,2015_Bue_1009,durance1,A,caudale,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2015,1009,Hy,Hy,intermediaire,True,True,0.9276935,0.1251184999999999,Ch,2,F11,F,11,5,5,
15Bue1017Ch01A__durance1,2015_Bue_1017,durance1,A,caudale,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2015,1017,Cn,Cn,pur,True,True,0.985546,0.08171899999999999,Ch,2,F12,F,12,6,6,
15Bau1007Ch01A__durance1,2015_Bau_1007,durance1,A,caudale,Bau,Rosieres,Beaume,44.475,4.264,2015-07-22,2015,1007,Pt,Pt,pur,True,True,0.0001,0.00827844,Ch,2,G01,G,01,1,1,
15Bau1015Ch01A__durance1,2015_Bau_1015,durance1,A,caudale,Bau,Rosieres,Beaume,44.475,4.264,2015-07-22,2015,1015,Pt,Pt,pur,True,True,0.0001,0.0171402,Ch,2,G02,G,02,2,2,
15Bau1023Ch01A__durance1,2015_Bau_1023,durance1,A,caudale,Bau,Rosieres,Beaume,44.475,4.264,2015-07-22,2015,1023,Pt,Pt,pur,True,True,0.0001,0.0,Ch,2,G03,G,03,3,3,
15Jus1006Ch01A__durance1,2015_Jus_1006,durance1,A,caudale,Jus,Saint-Just-d'Ardeche,Ardeche,44.286,4.597833,2015-07-21,2015,1006,Pt,Pt,pur,True,True,0.0001,0.0,Ch,2,G04,G,04,1,1,
15Jus1014Ch01A__durance1,2015_Jus_1014,durance1,A,caudale,Jus,Saint-Just-d'Ardeche,Ardeche,44.286,4.597833,2015-07-21,2015,1014,Cn,Cn,pur,True,True,0.9468705,0.05302950000000006,Ch,2,G05,G,05,2,2,
15Caa1003Ch01A__durance1,2015_Caa_1003,durance1,A,caudale,Caa,Canal (usine du Largue),Canal,43.853389,5.858444,2015-09-08,2015,1003,Cn,Cn,pur,True,True,0.9999,0.011297000000000001,Ch,2,G06,G,06,1,1,
15Caa1011Ch01A__durance1,2015_Caa_1011,durance1,A,caudale,Caa,Canal (usine du Largue),Canal,43.853389,5.858444,2015-09-08,2015,1011,Pt,Pt,pur,True,True,0.0001,0.0906421,Ch,2,G07,G,07,2,2,
15Caa1019Ch01A__durance1,2015_Caa_1019,durance1,A,caudale,Caa,Canal (usine du Largue),Canal,43.853389,5.858444,2015-09-08,2015,1019,Hy,Pt,quasi-pur,False,True,0.0001,0.007794419999999999,Ch,2,G08,G,08,3,3,
15Avi1007Cn01A__durance1,2015_Avi_1007,durance1,A,caudale,Avi,Avignon,Durance,43.913,4.820722,2014-07-17;2015-07-10,2015,1007,Cn,Cn,pur,True,True,0.9999,0.08638400000000002,Cn,2,G09,G,09,3,3,
15Bue1002Ch01A__durance1,2015_Bue_1002,durance1,A,caudale,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2015,1002,Cn,Cn,pur,True,True,0.9999,0.015835000000000043,Ch,2,G10,G,10,4,4,
15Bue1010Ch01A__durance1,2015_Bue_1010,durance1,A,caudale,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2015,1010,Hy,Hy,intermediaire,True,True,0.5373025,0.11367450000000001,Ch,2,G11,G,11,5,5,
15Bue1018Ch01A__durance1,2015_Bue_1018,durance1,A,caudale,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2015,1018,Hy,Hy,intermediaire,True,True,0.8807585,0.09011049999999998,Ch,2,G12,G,12,6,6,
15Bau1008Ch01A__durance1,2015_Bau_1008,durance1,A,caudale,Bau,Rosieres,Beaume,44.475,4.264,2015-07-22,2015,1008,Pt,Pt,pur,True,True,0.0001,0.039034,Ch,2,H01,H,01,1,1,
15Bau1016Ch01A__durance1,2015_Bau_1016,durance1,A,caudale,Bau,Rosieres,Beaume,44.475,4.264,2015-07-22,2015,1016,Hy,Hy,quasi-pur,False,True,0.02028617,0.44522083,Ch,2,H02,H,02,2,2,
15Bau1024Ch01A__durance1,2015_Bau_1024,durance1,A,caudale,Bau,Rosieres,Beaume,44.475,4.264,2015-07-22,2015,1024,Pt,Pt,pur,True,True,0.0001,0.0131795,Ch,2,H03,H,03,3,3,
15Jus1007Ch01A__durance1,2015_Jus_1007,durance1,A,caudale,Jus,Saint-Just-d'Ardeche,Ardeche,44.286,4.597833,2015-07-21,2015,1007,Pt,Pt,pur,True,True,0.0001,0.014199,Ch,2,H04,H,04,1,1,
15Jus1015Ch01A__durance1,2015_Jus_1015,durance1,A,caudale,Jus,Saint-Just-d'Ardeche,Ardeche,44.286,4.597833,2015-07-21,2015,1015,Cn,Cn,pur,True,True,0.9977965,0.050436499999999995,Ch,2,H05,H,05,2,2,
15Caa1004Ch01A__durance1,2015_Caa_1004,durance1,A,caudale,Caa,Canal (usine du Largue),Canal,43.853389,5.858444,2015-09-08,2015,1004,Cn,Cn,pur,True,True,0.9999,0.005790999999999991,Ch,2,H06,H,06,1,1,
15Caa1012Ch01A__durance1,2015_Caa_1012,durance1,A,caudale,Caa,Canal (usine du Largue),Canal,43.853389,5.858444,2015-09-08,2015,1012,Pt,Pt,pur,True,True,0.0001,0.0,Ch,2,H07,H,07,2,2,
15Caa1020Ch01A__durance1,2015_Caa_1020,durance1,A,caudale,Caa,Canal (usine du Largue),Canal,43.853389,5.858444,2015-09-08,2015,1020,Pt,Pt,pur,True,True,0.0001,0.0260511,Ch,2,H08,H,08,3,3,
15Avi1008Cn01A__durance1,2015_Avi_1008,durance1,A,caudale,Avi,Avignon,Durance,43.913,4.820722,2014-07-17;2015-07-10,2015,1008,Cn,Cn,pur,True,True,0.9999,0.01104000000000005,Cn,2,H09,H,09,3,3,
15Bue1003Ch01A__durance1,2015_Bue_1003,durance1,A,caudale,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2015,1003,Cn,Cn,pur,True,True,0.9999,0.015947000000000044,Ch,2,H10,H,10,4,4,
15Bue1011Ch01A__durance1,2015_Bue_1011,durance1,A,caudale,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2015,1011,Hy,Hy,intermediaire,True,True,0.7010149999999999,0.10766600000000004,Ch,2,H11,H,11,5,5,
14Ain1001Cn05A__durance1,2014_Ain_1001,durance1,A,branchie,Ain,Pont-d'Ain,Suran,46.048,5.324,2014-08-12,2014,1001,Cn,Cn,pur,True,True,0.9999,0.02987200000000001,Cn,3,A01,A,01,1,1,
14Ain1038Pt05A__durance1,2014_Ain_1038,durance1,A,branchie,Ain,Chavannes-sur-Suran,Suran,46.264389,5.429444,2014-08-12,2014,1038,Pt,Pt,pur,True,True,0.0001,0.0105608,Pt,3,A02,A,02,2,2,
15Cab1003Ch05A__durance1,2015_Cab_1003,durance1,A,branchie,Cab,Pont-d'Ain,Suran,46.048,5.324,2015-08-26,2015,1003,Cn,Cn,pur,True,True,0.9790135,0.04033549999999997,Ch,3,A03,A,03,2,3,
15Cab1011Ch05A__durance1,2015_Cab_1011,durance1,A,branchie,Cab,Chavannes-sur-Suran,Suran,46.264389,5.429444,2015-08-26,2015,1011,Pt,Pt,pur,True,False,0.00042399999999997995,0.0,Ch,3,A04,A,04,3,4,
15Cab1019Ch05A__durance1,2015_Cab_1019,durance1,A,branchie,Cab,Chavannes-sur-Suran,Suran,46.264389,5.429444,2015-08-26,2015,1019,Pt,Pt,pur,True,True,0.0001,0.0,Ch,3,A05,A,05,4,5,
14Avi1008Cn05A__durance1,2014_Avi_1008,durance1,A,branchie,Avi,Avignon,Durance,43.913,4.820722,2014-07-17;2015-07-10,2014,1008,Cn,Cn,pur,True,True,0.9790425,0.04159250000000003,Cn,3,A06,A,06,2,2,
14Bue1005Cn05A__durance1,2014_Bue_1005,durance1,A,branchie,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2014,1005,Cn,Cn,pur,True,True,0.996529,0.015122999999999998,Cn,3,A07,A,07,2,2,
14Bue1014Ch05A__durance1,2014_Bue_1014,durance1,A,branchie,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2014,1014,Pt,Pt,pur,True,True,0.00459266,0.015245940000000001,Ch,3,A08,A,08,3,3,
14Man1011Ch05A__durance1,2014_Man_1011,durance1,A,branchie,Man,Manosque-Oraison,Durance,43.919667,5.896278,2014-07-23,2014,1011,Hy,Pt,quasi-pur,False,True,0.0001,0.0034689200000000003,Ch,3,A09,A,09,2,2,
14Man1019Ch05A__durance1,2014_Man_1019,durance1,A,branchie,Man,Manosque-Oraison,Durance,43.919667,5.896278,2014-07-23,2014,1019,Pt,Pt,pur,True,True,0.0001,0.00794395,Ch,3,A10,A,10,3,3,
14Per2011Ch05A__durance1,2014_Per_2011,durance1,A,branchie,Per,Pertuis,Durance,43.668139,5.493,2014-07-07;2014-08-20,2014,2011,Pt,Pt,pur,True,True,0.0001,0.0198136,Ch,3,A11,A,11,2,2,
14Per2011Ch05A-bis__durance1,2014_Per_2011,durance1,A,branchie,Per,Pertuis,Durance,43.668139,5.493,2014-07-07;2014-08-20,2014,2011,Pt,Pt,pur,True,True,0.0001,0.0198136,Ch,3,A12,A,12,3,3,
14Ain1002Cn05A__durance1,2014_Ain_1002,durance1,A,branchie,Ain,Pont-d'Ain,Suran,46.048,5.324,2014-08-12,2014,1002,Cn,Cn,pur,True,True,0.9999,0.027077000000000018,Cn,3,B01,B,01,1,1,
14Ain1039Pt05A__durance1,2014_Ain_1039,durance1,A,branchie,Ain,Chavannes-sur-Suran,Suran,46.264389,5.429444,2014-08-12,2014,1039,Pt,Pt,pur,True,True,0.0001,0.0118913,Pt,3,B02,B,02,2,2,
15Cab1004Ch05A__durance1,2015_Cab_1004,durance1,A,branchie,Cab,Pont-d'Ain,Suran,46.048,5.324,2015-08-26,2015,1004,Cn,Cn,pur,True,True,0.9916195,0.051615500000000036,Ch,3,B03,B,03,2,3,
15Cab1012Ch05A__durance1,2015_Cab_1012,durance1,A,branchie,Cab,Chavannes-sur-Suran,Suran,46.264389,5.429444,2015-08-26,2015,1012,Pt,Pt,pur,True,True,0.0001,0.0024834600000000003,Ch,3,B04,B,04,3,4,
14Avi1001Cn05A__durance1,2014_Avi_1001,durance1,A,branchie,Avi,Avignon,Durance,43.913,4.820722,2014-07-17;2015-07-10,2014,1001,Cn,Cn,pur,True,True,0.9999,0.014294000000000029,Cn,3,B05,B,05,1,1,
14Avi1036Cn05A__durance1,2014_Avi_1036,durance1,A,branchie,Avi,Avignon,Durance,43.913,4.820722,2014-07-17;2015-07-10,2014,1036,Cn,Cn,pur,True,True,0.9999,0.025182000000000038,Cn,3,B06,B,06,2,2,
14Bue1006Cn05A__durance1,2014_Bue_1006,durance1,A,branchie,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2014,1006,Hy,Hy,intermediaire,True,True,0.9466924999999999,0.09561849999999994,Cn,3,B07,B,07,2,2,
14Bue1015Ch05A__durance1,2014_Bue_1015,durance1,A,branchie,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2014,1015,Pt,Pt,pur,True,True,0.0001,0.027206,Ch,3,B08,B,08,3,3,
14Man1012Ch05A__durance1,2014_Man_1012,durance1,A,branchie,Man,Manosque-Oraison,Durance,43.919667,5.896278,2014-07-23,2014,1012,Pt,Pt,pur,True,True,0.0001,0.00126172,Ch,3,B09,B,09,2,2,
14Man1020Ch05A__durance1,2014_Man_1020,durance1,A,branchie,Man,Manosque-Oraison,Durance,43.919667,5.896278,2014-07-23,2014,1020,Hy,Pt,quasi-pur,False,True,0.0001,0.00115361,Ch,3,B10,B,10,3,3,
14Per2012Ch05A__durance1,2014_Per_2012,durance1,A,branchie,Per,Pertuis,Durance,43.668139,5.493,2014-07-07;2014-08-20,2014,2012,Pt,Pt,pur,True,True,0.0001,0.0,Ch,3,B11,B,11,2,2,
14Per2012Ch05A-bis__durance1,2014_Per_2012,durance1,A,branchie,Per,Pertuis,Durance,43.668139,5.493,2014-07-07;2014-08-20,2014,2012,Pt,Pt,pur,True,True,0.0001,0.0,Ch,3,B12,B,12,3,3,
14Ain1011Pt05A__durance1,2014_Ain_1011,durance1,A,branchie,Ain,Chavannes-sur-Suran,Suran,46.264389,5.429444,2014-08-12,2014,1011,Pt,Pt,pur,True,True,0.0001,0.00132522,Pt,3,C01,C,01,1,1,
14Ain1040Pt05A__durance1,2014_Ain_1040,durance1,A,branchie,Ain,Chavannes-sur-Suran,Suran,46.264389,5.429444,2014-08-12,2014,1040,Pt,Pt,pur,True,True,0.0001,0.029344600000000002,Pt,3,C02,C,02,2,2,
15Cab1005Ch05A__durance1,2015_Cab_1005,durance1,A,branchie,Cab,Pont-d'Ain,Suran,46.048,5.324,2015-08-26,2015,1005,Cn,Cn,pur,True,True,0.9999,0.04226799999999997,Ch,3,C03,C,03,2,3,
15Cab1013Ch05A__durance1,2015_Cab_1013,durance1,A,branchie,Cab,Chavannes-sur-Suran,Suran,46.264389,5.429444,2015-08-26,2015,1013,Pt,Pt,pur,True,True,0.0001,0.0639904,Ch,3,C04,C,04,3,4,
14Avi1002Cn05A__durance1,2014_Avi_1002,durance1,A,branchie,Avi,Avignon,Durance,43.913,4.820722,2014-07-17;2015-07-10,2014,1002,Cn,Cn,pur,True,True,0.9999,0.01569799999999999,Cn,3,C05,C,05,1,1,
14Avi1037Cn05A__durance1,2014_Avi_1037,durance1,A,branchie,Avi,Avignon,Durance,43.913,4.820722,2014-07-17;2015-07-10,2014,1037,Cn,Cn,pur,True,True,0.9999,0.114066,Cn,3,C06,C,06,2,2,
14Bue1006Cn05Abis__durance1,2014_Bue_1006,durance1,A,branchie,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2014,1006,Hy,Hy,intermediaire,True,True,0.9466924999999999,0.09561849999999994,Cn,3,C07,C,07,2,2,
14Bue1017Ch05A__durance1,2014_Bue_1017,durance1,A,branchie,Bue,Confluence Buech-Meouge,Buech,44.262,5.828,2014-07-03;2015-07-17,2014,1017,Pt,Pt,pur,True,True,0.0001,0.0436135,Ch,3,C08,C,08,3,3,
